hgnc_symbol	TCGA.A7.A13D.01A.13R.A12P.07	TCGA.E9.A1RH.11A.34R.A169.07
API5	41.9782	49.0464
ASPG	0.0082	0.1061
ZNF319	6.6776	6.4185
HPS6	18.6551	13.747
SENP8	0.631	1.4852
NOLC1	110.0086	38.6697
ALKBH3	17.6101	18.3803
COPS2	24.0874	47.4399
GABRB3	0.0108	0.4768
SPIC	0	0
TBATA	0	0.8064
SGPL1	28.4091	23.7202
FRS2	9.4888	18.0099
CCT2	89.0449	47.5654
PCBD1	90.4912	115.2603
ARIH1	9.0705	11.4745
CLMP	11.9287	157.9405
SCN3B	0.1047	1.0771
COX11	5.5705	10.4838
ZNF202	6.4153	4.4796
FAM227B	0.7296	0.7909
STXBP4	1.0501	1.5913
CYYR1	48.0954	53.931
CUL5	10.5463	18.1266
MYRFL	0.3464	0.024
WBP1L	15.8738	41.8937
C2	1.2661	4.9489
PLEKHF1	38.062	18.2265
TMEM100	4.0692	25.8036
ANAPC16	48.2222	79.0632
SMPD1	27.487	34.2554
APBB1	10.0476	15.9
SYNPO2L	0.0978	0.178
NUDT13	1.2865	2.0596
C11orf65	0.2383	0.3444
TRIM44	16.7346	26.4461
CCDC182	0	0
ILK	0.3294	0.4719
TAF10	0.3686	1.0037
TPP1	38.2388	66.7737
DCHS1	6.2177	17.1493
NETO1	0.5493	0.1944
MSS51	0.7207	1.7143
CYB5A	9.4183	81.4137
USP54	7.2863	4.4508
RAG1	0.4456	0.6955
POTED	0	0
WDR88	2.2987	1.243
OR10A5	0	0
OR2D2	0.045	0
ATP9B	4.046	4.0534
PPFIBP2	9.8365	6.1636
MOGAT2	0.5692	0.8297
CYB5R2	11.8425	2.205
SERPINB7	1.438	0.0164
SERPINB8	5.1679	3.2354
TUB	7.188	11.8551
RIC3	0.8171	3.3518
LMO1	3.3946	0.1776
IDH3A	5.0093	9.2017
WDR72	0.0291	0.2877
CRABP1	21.1756	4.0156
PLD4	0.2148	1.3468
ZMAT1	1.61	8.7774
XRRA1	0.972	3.2954
TRIM66	2.8404	3.8034
RNF169	5.6945	5.8873
RPL27A	227.6768	180.7578
CDYL2	2.6347	5.3933
TMEM130	2.5265	0.1398
PRTG	0.4024	0.7364
CENPN	7.9849	1.3218
AKIP1	10.3912	10.9678
ATMIN	30.1413	37.6833
C16orf46	0.021	0.0364
TMEM41B	14.7423	9.9424
PKD1L2	0.7121	3.4918
LEO1	20.4588	15.4241
ZNF143	12.6807	10.0333
TMX3	11.9462	28.2728
MFAP4	12.3195	696.1143
WEE1	12.1839	5.7296
MAPK7	10.6397	5.7459
PRKCB	0.0993	1.4646
NDST2	0.0643	0.1116
MCM7	201.5836	32.3779
CLEC3A	0	0.3171
CCDC68	2.2454	2.512
CLEC4E	0.8443	0.604
ZNF3	22.234	12.5883
CLEC4D	0.073	0.0211
ZSCAN21	8.2227	5.7773
RIMKLB	8.0151	14.1731
A2ML1	40.0571	0.2056
BEAN1	1.2574	0.4045
TK2	3.021	21.3019
TMED3	29.1255	4.2839
SLC38A8	0.0251	0
SEC11C	24.0632	11.6211
CPLX4	0	0.0122
GALR1	0	0.1376
TMEM135	4.8828	20.4174
IQCD	0.6693	0.7212
NDEL1	17.6164	12.6664
CENPV	3.8516	7.6822
CDH16	0	0
RRAD	0.6545	3.8377
CFAP52	0.1302	0.1129
HSP90B1	839.3258	285.9357
MC4R	0.0291	0
BLCAP	25.8449	44.0444
SERPINB12	0.3123	0
CHRFAM7A	0.1112	0.0643
ATF7IP2	4.9185	2.1056
MMP10	1.163	0.0246
TVP23A	0.0778	0.2549
TMPRSS5	1.4604	0.6332
COG1	10.5947	15.169
PLEKHA7	7.5629	4.0282
ZNF606	6.1364	3.1963
ZCCHC18	0.6338	0.5241
B2M	721.4382	1064.6348
ZNF592	16.6501	25.4173
HTR3A	2.448	0.0156
NNMT	94.1784	113.4565
ACSM1	0.3128	0.9495
AP1G1	23.9752	24.6571
SLFN5	16.8001	32.6849
CATSPER2	0.7213	0.5721
SAAL1	12.5959	5.8003
YPEL4	0.4699	1.5134
PPIB	268.2997	94.3985
LDHC	1.4331	0.1036
LDHAL6A	0.0193	0.1004
FAM111A	6.3915	10.9716
KIF7	13.619	2.883
LDHD	0.5689	48.2941
PLIN1	1.2753	2224.478
PEX11A	31.5013	49.6824
TMEM170A	6.3757	8.5653
MESP1	11.7525	11.105
ANPEP	121.7423	29.9694
SCNN1G	10.0451	0.4107
RBPMS2	17.027	26.5702
NAV2	4.3339	5.4778
ANKDD1A	1.5763	3.2411
GLYATL1	0.1009	0.2307
C18orf54	2.8766	2.6837
DCTN5	12.998	14.9666
TERF2IP	21.4611	44.6684
PLK1	31.1846	0.6999
CLPX	18.4195	23.7303
GPR182	0.0585	0.5328
ZBTB39	5.0787	5.3085
CACNG2	0.0077	0
TAC3	0.0635	0.0275
MYO1A	0.0336	0.0194
CHP2	0	0.044
OR4D6	0	0
NAB2	28.4967	11.0101
VPS39	17.5785	35.8338
STAT6	34.697	62.5499
PATL1	27.0597	23.7356
ELFN2	0.5789	0.0738
STX3	18.6869	6.9806
MRPL16	30.6218	44.6835
PIP4K2C	50.4398	21.9428
MTMR10	3.297	25.7177
YWHAB	203.2287	115.0268
C15orf48	13.3668	0.3832
SCG5	11.2469	1.4384
GREM1	25.2784	2.3414
NYAP1	0.2224	0.639
TSC22D4	52.2078	21.1863
MS4A6E	0	0.0409
MS4A7	1.6306	16.5608
MS4A14	0.3114	1.3393
MS4A5	0	0
DIS3L	11.0787	30.1356
CCNDBP1	12.4457	29.7325
EPB42	0	1.6086
TGM6	0	0
SMAD3	21.1561	19.9279
MS4A8	0.0194	0.0168
CCDC178	0.0334	1.5277
MS4A15	1.9678	0.019
MAP1A	8.1784	19.135
RCCD1	4.6692	3.8053
AKTIP	13.3791	16.0083
MAPRE2	30.4446	23.3552
EVA1C	2.8312	9.6717
TCP10L2	0	0
MBD6	14.1905	13.3632
CNPY4	22.7796	13.2932
PDIA3	520.9755	180.1599
NUDT21	37.9558	43.5902
NAT16	0.0514	0
NKX3-1	7.3367	2.5212
SGSM1	2.371	0.9853
DUSP18	1.683	1.5665
TEF	10.3568	57.3578
MEI1	0.2552	0.5103
B4GALNT2	0.0668	0
PBX3	10.8154	15.273
GNGT2	0.2954	1.3065
SNRPD1	31.0537	11.3379
TTC16	0.0236	0.0477
SUN5	1.0148	0
SAMD14	1.2997	0.1661
PIP5KL1	0.7349	0.3902
BPIFB6	0	0.0258
TMEM92	1.4991	0.1272
FAM102A	26.0218	14.2716
ACSF2	22.499	29.5502
GOLGA2	43.8529	30.7192
TRUB2	14.2363	9.9937
COQ4	13.6107	14.8102
SLC27A4	40.2686	13.9764
URM1	36.3249	25.7455
CERCAM	61.2019	16.6678
DOLPP1	19.5747	12.8957
CCDC103	0	0
ENDOG	2.5274	1.4738
TBC1D21	0	0
PRRX2	28.7137	7.8581
UGT1A6	0	0
C15orf39	23.3796	9.7238
ISLR2	1.1606	2.0499
SP2	18.769	18.7119
PRR15L	79.4266	4.4291
COQ7	7.8763	13.3128
GPRC5B	40.7621	28.3844
CRK	54.5239	82.748
C16orf92	0.0447	0
GOLGA6C	0.0479	0
FBXO22	5.0862	4.3119
TBC1D2B	10.4768	32.3001
NOD2	2.6715	0.4533
SNX20	0.7202	1.3244
LOXHD1	0.1733	0.2865
KATNAL2	2.368	3.311
HDHD2	0.3519	0.2219
ZNF91	2.5412	4.9028
IGF2	0.8211	1.5001
RNF214	8.163	10.1226
CDK12	30.2498	10.7321
DPEP2	0.214	1.5091
DUS2	7.9115	4.0937
POP5	18.8626	18.4644
ENGASE	17.2269	6.2482
RBFOX3	0.0455	0.0263
CD3D	0.6488	3.3197
TBC1D16	45.2544	45.9111
MYO5B	21.4107	2.7519
ART5	2.5331	0.607
ACAA2	20.7897	95.5263
STIM1	43.3103	32.5945
RRM1	42.1158	42.758
OR51E2	0.7209	0.2679
TRIM68	2.0643	10.6291
MMP26	0	0
OR51B5	0	0.0109
OR51I1	0	0
OR51Q1	0	0
FN3K	14.0791	11.8253
PRRT2	0.8637	1.3943
ZNF23	0.1712	0.1841
IRGQ	16.2492	5.8882
ZNF226	6.127	4.4007
ZNF180	7.8239	5.1565
PPP2R3B	2.4658	1.2581
ZNF668	2.731	1.4704
ZNF646	6.5352	5.3667
VKORC1	20.7556	9.4639
GNG8	1.386	0
LPO	1.2255	0.0067
CA4	0.0206	40.6923
SMG8	11.1041	10.9095
TPM4	227.9139	77.2551
RAB8A	11.2115	5.6247
GPX4	178.4766	672.9111
MIDN	50.4841	17.3481
JSRP1	0.0512	0.2441
KLHL26	5.059	5.965
GATAD2A	35.8554	15.8997
MVD	20.7959	5.8432
CDT1	20.0124	0.9877
TRAPPC2L	12.1748	15.9969
ANKRD11	13.9948	10.696
SPATA33	2.6889	1.3559
PROCA1	0.976	0.6241
RPL13	385.7532	381.0616
ZNF641	10.3171	11.5171
LALBA	0.04	0
CACNB3	34.2704	3.0608
DHRS13	1.3691	0.9234
TP53I13	7.6754	14.6282
KMT2D	16.6101	10.6613
CORO6	1.0392	5.4074
RHEBL1	4.8013	1.0659
TUBA1A	126.7009	146.0912
TUBA1C	101.5607	9.8701
ZNF610	6.7221	2.3049
ZNF528	8.0722	3.0182
ZNF701	3.6031	2.085
SERTAD3	86.1019	20.0658
NCKAP5L	12.9703	6.3272
RAB4B	1.1031	0.3849
AQP2	0	0.0301
GPD1	0.3916	1304.3345
PROSER3	6.6559	1.9901
CYP2S1	5.3335	2.1052
AXL	35.298	66.9096
NFKBID	7.1613	1.8942
TMC4	40.6398	6.6133
ANKRD33	0.0268	0.0116
LAIR1	2.2874	26.2156
TTYH1	5.6513	0.9116
LENG8	43.1632	42.7793
CDC42EP5	13.5545	11.4767
LAIR2	0	0.1658
TMEM145	0.5259	0.072
ZNF526	14.9804	6.1682
TRAPPC9	9.762	10.1058
KIR3DL1	0	0.37
NLRP7	0.0255	0.0221
ZNF146	169.3166	41.6503
ZNF283	3.8669	1.8209
PPP1R14A	27.266	29.7963
SPINT2	132.9954	5.148
C19orf33	0	0
YIF1B	56.0015	7.5215
DNAAF3	0.8613	0.2097
PSCA	2.1509	0.9817
ATCAY	0	0.0163
LY6D	12.1241	1.0976
DAPK3	51.7933	13.2526
EEF2	1120.9391	1644.2377
TMIGD2	0.0791	0.0686
CHAF1A	15.8821	5.8112
UBXN6	51.0174	38.816
PLIN4	0.6753	1717.8417
SEMA6B	9.8414	7.2023
ZNF444	20.4178	4.9369
NXN	42.719	9.6399
GLOD4	17.8191	22.4416
MFSD3	21.9845	9.3785
GPT	0.2173	20.8182
KIFC2	6.9003	1.2552
SLC43A2	10.3413	7.4339
RILP	5.7227	17.2207
SERPINF2	0.8511	5.0189
WDR81	10.6319	11.0715
SRR	2.4856	4.5371
TSR1	31.1612	15.3361
TRPV3	0.7123	0.6673
HSD11B1L	3.3364	2.0398
CYB5D2	12.9426	34.4844
GGT6	32.4849	3.34
C19orf48	95.7604	8.2658
KLK1	0.9853	0.3818
KLK4	2.8622	0.5814
KLK2	0.055	0.184
KLK5	513.8044	18.3233
KLK6	56.713	1.9927
KLK11	0.3526	4.0726
KLK13	2.5652	0.2174
ZNF83	15.1153	11.1676
KRT80	249.3738	1.7153
KRT1	0.0602	0.5217
ACER1	0.2096	0.1818
OTUB1	34.448	17.2395
RCOR2	11.9134	0.894
ANGPTL4	137.6305	171.4507
CD320	50.2456	33.6242
SPRYD3	55.1831	49.5415
IGFBP6	14.3458	194.3896
SOAT2	0.0722	0.1461
ZNF558	3.7803	4.9413
CABP2	0	0
NDUFV1	47.7346	45.0916
CDK2AP2	54.2695	30.3248
NUDT8	9.0229	7.9706
TBX10	0.0967	0.028
PRDX2	137.4452	139.0824
OR8J3	0	0
OR5I1	0	0
ZNF232	14.715	4.9557
MIS12	9.0719	12.4448
CD300C	1.2114	2.1294
CD300A	7.9434	3.4602
TEKT1	0.0389	0.0225
HID1	66.3527	11.5696
TMEM88	4.51	24.6545
EVPL	165.6086	1.1399
SRP68	72.5859	32.4591
MGAT5B	4.9213	0.3629
TMC8	2.3673	2.5839
TK1	255.5886	4.1276
TMEM68	5.5517	4.3451
CYP7A1	0.0347	0.2557
GSDMA	0.0667	0.0386
KRT24	0	0.023
GHDC	30.6151	15.331
SOST	0.0869	0.0188
ZNF598	20.4614	6.4918
RAB26	2.5269	0.2087
MLST8	17.1658	12.2265
E4F1	8.4278	4.0235
DNASE1L2	0.2502	0.2169
ECI1	22.4716	24.322
CASKIN1	0.6019	0.0652
ABCA3	18.3815	17.077
KCTD5	33.9442	9.5469
SRRM2	99.6522	116.1784
ZNF597	0.3549	2.8409
NLRC3	0.5893	1.5654
SDHAF2	10.3851	8.9038
DDB1	58.2626	51.1631
VPS37C	22.9239	10.7161
VWCE	0.1675	2.1698
RAB3IL1	16.9341	19.6345
BEST1	0.3044	2.2063
FTH1	128.3486	56.2024
BSCL2	1.5227	0.8075
POLR2G	166.1342	51.2314
SLC3A2	117.3325	49.2298
ATG16L2	1.3588	2.631
C2CD3	5.3917	4.3761
TRANK1	5.358	7.1176
TTC21A	1.5078	0.8736
RPSA	305.8691	203.8929
ENTPD3	2.0314	4.3559
CTNNB1	109.8597	86.1261
ULK4	2.1455	1.771
FADD	2.746	2.052
LTBP3	41.7111	36.3461
NAALADL1	1.06	3.0143
SAC3D1	19.2035	6.4708
BATF2	3.7931	3.0281
SLC22A11	0.0097	0.0252
SF1	93.4243	75.366
MAP4K2	11.1865	5.3994
CCDC88B	1.219	0.9638
SCARA3	19.3191	31.5846
PBK	10.1045	0.3022
SCARA5	0	101.6825
PNOC	0.1254	0.1305
COPS6	98.4621	68.0099
PAFAH1B2	38.964	37.1672
ANKS3	4.3884	2.0623
NUDT16L1	36.4082	17.1361
KIAA1586	2.311	7.0144
RAB4A	30.495	34.2493
OR1F1	0.2119	0
OR2B2	0	0
KCNJ4	0.0966	0
SETD5	22.0897	19.5547
VASN	59.1267	23.6013
FAM83B	7.2957	0.6167
THAP9	1.8083	3.0664
OR2C1	0	0.1831
RNF187	176.9914	63.2169
HOOK3	9.4405	14.5954
MAPK1IP1L	32.4813	25.14
DDIT4	211.3629	24.3521
RBPJ	24.8156	43.6947
LMBRD1	9.616	15.7961
ZCCHC4	2.8392	5.7581
PTGDR	0.1146	2.0584
TTC39C	6.3029	12.0694
GLYCTK	1.6132	8.096
GNG4	1.2776	0.1999
UBTD2	34.1486	31.4382
POLR2J3	3.8947	0.3662
NKIRAS2	61.3591	14.4595
DNAJC7	22.8122	11.1917
KCNV2	0.1375	0.0596
IRF2BP2	121.6331	62.0002
PTF1A	0	0
NT5DC2	94.5818	12.0367
FOXI1	1.2683	2.9641
SMIM4	14.8017	6.8017
COA6	42.6989	10.0987
KIF5C	0.3703	0.4921
MGAT2	0.0372	0.0806
BMI1	28.6316	27.3103
THAP11	22.554	23.8026
MMADHC	101.8097	85.4515
PDHB	14.555	30.326
PXK	5.4787	16.6532
PCMTD1	27.8877	48.2442
KCTD6	3.1205	9.0015
MPLKIP	8.5765	4.8846
ACOX2	1.0311	17.6449
FAM107A	1.3222	30.5429
IRF2	33.1065	31.6132
MOBP	0.0216	0.0047
CX3CR1	0.737	9.8941
XIRP1	1.219	0.0335
INSM2	0.0173	0
DEGS2	0.594	2.3673
SCN11A	0.0518	0.5497
ARF4	322.7143	165.9234
SEPTIN2	151.0251	228.2801
FILIP1L	13.1099	19.146
MFSD2A	24.4434	0.5075
DTYMK	54.9702	12.4631
TAP1	43.5715	16.5692
ING5	6.1524	5.0992
ATG4B	16.8072	10.9705
BDKRB2	8.5795	4.9875
MLKL	5.6189	5.5721
RFWD3	22.8687	7.4528
MTNR1A	0.1935	0
KCNG4	0.0076	0
RHOH	0.302	1.1655
KLHL30	7.1543	7.5778
COG7	10.9031	9.4154
CDC40	7.5492	10.6229
STIP1	226.6058	41.6328
SCNN1B	45.3699	7.5033
HR	2.6313	4.0477
TXNDC2	0.0588	0.0383
RAB31	46.3965	32.5783
REEP4	31.135	11.266
TNXB	0.3889	86.3071
LGI3	0.0443	0.0768
SFTPC	0.1252	0
BMP1	21.7176	13.2863
ATXN2L	42.5506	22.0734
PHYHIP	1.3835	7.1767
CCDC110	2.0754	0.5877
POLR3D	10.2061	7.6882
FEN1	46.4903	11.2602
MTCL1	1.1622	0.8302
GBX2	1.2196	0
SCGB1D1	0	0
HEXIM2	1.1507	1.741
FNTA	14.3059	14.8145
SERINC2	306.0788	11.9454
MYL1	0	0
TRAPPC11	21.9536	20.4901
CHRM1	2.4717	0.6124
COL3A1	1477.4501	670.1209
GFRA2	0.1986	2.3144
ING2	12.7006	7.7066
CDKN2AIP	15.4098	19.7001
SNRNP48	6.9154	6.212
TMEM223	14.0103	9.0741
SLC20A2	26.3224	13.9291
CRYGA	0	0
DYNLRB2	0.1349	0.9069
TMUB2	17.7439	23.3086
ADAM29	0.0503	0.0073
STAT3	254.2268	60.6069
ZSWIM1	16.5056	9.6883
ADAM9	23.065	14.7424
ADAM18	0	0
GDNF	2.1131	0.0374
WFDC13	0.0739	0
AXIN2	1.3937	3.1125
NDUFS5	740.8731	534.7054
VWA3B	3.3396	0.0365
ZNF30	9.8155	5.1229
UGT3A2	0.3347	0.1774
LDLRAD4	4.255	3.8093
KCTD19	0.1149	0.0117
SLC16A4	10.6288	8.4241
IL7R	0.8703	1.8616
TMEM208	100.3491	21.1382
LRP1B	0.0397	1.3387
WFDC12	1.6739	0
AHCYL1	104.6068	123.1645
DNAJC21	31.3021	16.3369
PKIG	26.4854	47.1118
NPNT	32.888	6.2238
CA7	0.0546	0.0237
FAM178B	0.3248	2.278
TSPY2	0	0
SEMA4C	35.2151	10.5824
CNNM3	14.5355	11.5394
GSTM4	1.3591	13.8564
TET2	5.9363	4.4362
CXXC4	1.2082	1.0106
TCTN2	6.1024	4.5372
SHOX2	8.4337	4.6369
PPIP5K1	4.7207	3.4669
TSPAN5	4.6112	3.1232
ABHD15	3.0863	51.8437
ZBTB5	17.1814	7.3345
CHTF8	0.1475	0.435
ADAL	2.0014	6.2481
LCMT2	4.0584	4.0374
SNTB2	5.6893	31.6927
IL12A	2.6543	0.3099
ZNF507	11.9156	8.7008
STX18	9.4026	11.7213
NSG1	0.1604	1.9176
ZBTB49	2.7461	3.1302
GFM1	14.5636	13.1837
OR13J1	0.4472	0.0646
HTR1E	1.4209	0
FSTL5	0.0094	0.0244
DDX19A	2.5434	3.529
ATOH8	0.2147	9.244
SOX14	0	0.0214
ANKRD49	5.6803	10.5069
SFTPB	0.0243	0
USP39	79.3554	26.6204
TNIP2	34.2795	20.9167
C2orf68	19.0809	14.9987
TMEM150A	14.7993	10.0379
RNF181	174.2353	78.9703
VAMP5	45.3479	105.3247
BTNL3	0	0.0887
LRRC28	2.7747	4.9196
MAT2A	65.4035	51.8554
PLA2G4F	3.3683	0.1276
ENHO	2.9607	1.5994
ZNF608	8.2462	5.4946
SLC35G2	1.13	12.8807
INPP5D	2.3048	7.9401
LETM1	20.6721	17.1034
CTRB1	0	0.0197
CTRB2	0.0216	0
TRIM49	0	0
TMEM129	23.1357	26.223
PPIC	60.6317	42.417
SPRY3	1.0016	1.1308
CEP120	2.5007	7.718
STXBP6	6.2779	2.1509
TM4SF20	0	0.1054
MFF	19.5281	22.3874
GRM5	0.0058	0
LGALS9	11.1509	7.7542
JMJD7-PLA2G4B	0.33	0.6384
CPLX1	2.1666	2.9472
PXDC1	71.0218	54.1615
SIGLEC7	0.7083	0.6989
NTSR2	0.1871	0.2975
E2F6	8.3915	6.4686
FEM1B	24.7252	33.1953
COMMD8	11.3811	15.949
UQCRFS1	91.2215	67.1611
COL4A3	0.2532	0.1146
MAP2K1	47.2755	57.3378
KLK7	125.7779	7.2645
HNRNPH1	69.4851	57.3544
IRS1	7.4194	22.6236
MECP2	9.6224	11.2392
VCX3A	0	0
UPF3A	12.3199	12.3454
ZBBX	0.0109	0.0095
ACTBL2	0.1786	0.031
ROR2	8.0189	2.5461
AR	0.7201	30.5936
DHRSX	13.1202	16.0291
HSPBAP1	4.316	3.6475
ASMTL	33.3442	16.2784
SLC25A6	591.7402	640.372
CHST14	26.955	22.9575
PARM1	5.2235	48.6756
CSNK1G1	6.936	4.9531
FAM110B	8.0854	7.9833
AFAP1L2	2.7408	10.2249
ZNF354A	10.5509	7.2792
ATF5	47.549	13.8545
UBE2V2	32.9305	20.9288
GOT1L1	0	0.0273
ZBTB43	5.2641	5.8473
CPT1C	3.1993	1.0183
PCSK9	0.1048	0.1212
XPO6	49.3131	23.4869
GSG1L	0.0184	0.0718
MN1	1.7383	10.0078
APEX2	42.1315	11.021
NSMCE1	18.4793	25.7766
CCDC126	5.7674	7.6242
IL13	0	0.03
OR10G3	0	0
RAB3B	2.12	0.1625
OR6F1	0	0
CD2BP2	40.22	30.1008
RSPO1	0.1958	1.7404
RGS14	9.3192	2.5109
TBC1D10B	21.25	13.1387
LMAN2	190.4446	94.2221
GCSAML	0.0213	0.9615
RAB24	2.7062	1.6763
PRELID1	79.697	12.4399
THBS3	13.286	10.8758
CA5B	1.3291	5.057
SLC50A1	142.5642	21.727
EFNA1	610.4287	37.5532
CXCL10	35.0754	6.9231
NPIPB3	0.7933	0.4862
SH3TC2	0.2435	0.2418
CXCL11	6.6396	1.239
ZRSR2	14.8221	13.9786
NMD3	42.5478	30.4812
ADRB2	0.1487	32.8011
B3GALNT1	13.9996	3.6703
GPRIN1	9.8754	0.4088
HSPB3	0.8818	0
KCNAB1	1.3531	5.0106
MRPL1	21.1779	31.814
SHE	0.6051	10.9807
NR0B1	0	0.4121
PGM2	73.7507	15.9332
STK32A	0.3152	1.3282
IL1RAPL1	0	0.0957
P2RY12	0.0214	9.4611
C22orf15	0.0471	0.0613
OR5AU1	0.0059	0
PDILT	0	0
UMOD	0	0.0127
GP2	0.4316	0.3422
SLC33A1	5.0392	4.1416
SNUPN	8.0179	7.31
CRADD	2.9989	4.4726
SIN3A	13.6829	15.6774
ARL13B	8.6993	6.9933
RNASE2	1.386	0.6611
ELSPBP1	0	0
RNASE3	0.0693	0
PTK2	33.3531	18.3757
RSPH10B2	0.01	0.0087
PTAFR	4.1026	13.2028
PTPN9	14.4592	11.6044
RNASE6	9.2224	28.5043
NPR1	5.5215	132.3501
KCNK9	1.7872	0.0128
CXCL8	34.2515	0.3672
SCN9A	0.3184	1.3962
RASSF6	0.6021	1.4488
COL22A1	52.5915	0.121
SDC2	193.9492	160.2992
CD52	8.2269	11.0721
MMGT1	25.3348	42.5862
SPRR1B	0.1612	0
SPRR1A	2.5872	0
OR4K14	0	0
OR4K15	0	0
TM2D2	19.0244	21.698
HTRA4	0.1473	0.0639
PLEKHA2	14.7604	14.0926
CLIC4	213.6553	219.3872
SLC38A11	0.1618	0.3039
GPR183	4.2048	4.2884
CRCT1	0	0
CCDC8	22.4036	10.8574
METTL15	1.8988	3.5214
ZNF280A	1.3473	0
MUC15	7.9565	1.4837
CT55	0	0
ZEB2	2.8969	19.9567
GJB1	0.0107	0.3347
PCBP1	8.2051	4.1089
HINT1	44.5539	41.0382
DTWD2	3.0701	4.4324
VPREB1	0	0
CLIC3	41.6567	2.322
INO80E	9.9791	8.738
BNC1	0.0937	0.2256
DFFB	5.9049	2.4933
NFU1	29.7631	70.33
ANTXR1	115.7701	75.2081
GKN1	0	0.1498
CKAP2L	9.1956	0.198
C15orf40	1.5867	3.496
PROKR1	0.0349	0.6157
APLF	1.793	1.6642
BOLA2B	0.8395	0.3482
RGPD8	0.0348	0.6685
HIC2	2.9585	1.4857
LUZP1	18.3659	15.6894
DRD5	0	0.0182
BUB1	34.6671	0.6246
SPNS1	0.1711	0.1826
LRRC45	26.8241	4.7316
CHRNA5	0.6197	0.2627
MT1B	0.127	0
AGPAT2	121.0888	636.0704
ASPSCR1	12.8976	2.561
GP9	0.1138	0
FASN	475.1326	561.1525
CNBP	271.6679	259.8683
MT1E	216.3713	29.1614
ACTRT2	0	0
DUS1L	112.1086	15.969
GPS1	111.0992	27.023
RFNG	51.0701	19.278
DCXR	96.3918	75.554
ZNF32	45.2817	35.9786
LDB2	3.7044	30.2527
RAC3	107.5477	15.363
NRG4	0.2684	0.0776
LIMS1	33.3106	36.9661
NLGN1	0.0246	1.3772
TAPT1	3.9232	12.6271
UGP2	88.3069	217.2249
TAS2R1	0	0
LINGO1	10.6651	1.536
PRY	0	0
RBMY1F	0	0
PRY2	0	0
HNRNPF	258.8177	104.5216
BTD	3.3725	17.4994
CSGALNACT2	29.4469	19.2958
TACR3	0.0186	0
GSX1	0	0
PCDH7	3.328	1.8934
ROBO1	17.2349	15.5838
ONECUT1	0	0.0142
AVEN	11.8478	7.325
P2RY1	0.6169	1.2482
CTNND2	7.0279	0.4523
TRIM56	19.544	25.3333
MUC17	0.0034	0
AHSP	0	0.2468
WNT10B	1.4004	2.4288
CALML6	0.8071	0.2757
REPS2	4.4279	3.2444
MUC3A	2.3949	0.8315
SYAP1	47.9435	30.7021
ITGAM	7.4913	9.1742
PYDC1	23.4203	0.0679
TPST1	30.791	23.879
TM4SF4	0.1304	0.198
TOR1AIP2	10.227	9.8476
S100G	0	0
TM4SF1	773.5706	110.556
OTUD3	6.3991	4.7888
OTUD7A	0.4589	0.5547
GUSB	94.6256	41.4019
BRD3	13.3489	12.7828
KLF13	31.4326	47.647
FRMPD4	0.0351	0.1868
ZFPM2	2.5208	9.2881
ZNF764	4.457	4.5166
HSFY2	0	0
ZNF747	3.841	6.9147
ZNF768	36.9424	22.7396
TAS1R3	0.2585	0.2117
TMEM42	6.2552	11.7648
MAP3K2	19.8662	17.0775
PUSL1	22.2997	2.6042
SF3B5	329.4539	157.462
ZNF35	7.6026	5.665
TIGD4	0.1842	0.3195
IFFO2	18.0557	13.2559
NLGN2	28.4343	11.4587
MYO7B	0.0964	1.2833
CHD3	111.3919	31.379
TMEM154	2.2945	1.1197
MYRIP	0.0255	5.9359
ALCAM	20.9617	17.961
YWHAG	354.0482	434.3613
UBE2E3	71.9573	46.179
CNTROB	23.4915	7.2855
TRAPPC1	132.2589	68.1738
ZPLD1	0.214	0.0337
KCNAB3	0.9042	0.2173
SERPINA9	0.0584	0
FAM153A	0.0234	0.0609
GPR37L1	0.7795	0.0729
SIMC1	6.1919	3.8767
TMEM192	7.4828	13.8579
SPDYE5	0.5402	0.1041
SERPINA6	0.1081	0.328
ZNF778	1.8607	2.5977
NIPA1	7.3011	4.9865
FOXD4	0.2528	0.1973
GPR25	0	0.0361
UBE2E1	17.7005	14.1989
HNRNPA3	144.0091	83.84
SIK2	13.775	140.0871
RNF150	19.9726	24.9076
CCDC144A	0	0.1946
VGLL2	0.0224	0
HOXD4	1.5812	5.142
CHRNB1	8.4656	5.4236
HOXD12	0	0
GYPA	0	0.0102
USP38	7.4738	10.9568
SLC16A5	6.2349	4.8046
NANP	9.7613	5.3247
ANKK1	0.5166	0.3816
ADRA1B	2.2038	5.816
ADPRM	5.9515	11.4791
FABP6	35.2661	0.1193
PWWP2A	8.9914	6.2551
USP50	0.1258	0.1854
USP47	9.0686	15.9618
PDCD6IP	36.9109	56.791
MRGPRX1	0	0
ZNF212	22.4286	8.2618
MRAP	0.0372	1.0325
FAM161A	1.338	2.7239
ZNF282	43.6468	13.518
GLB1	63.1202	24.4543
FAXDC2	1.5772	50.6763
CRTAP	53.6787	200.9936
HSPB2	0	0.2566
C7orf33	0	0
CNGB3	0.0199	0.0258
SLN	2.0927	0.0955
ELP5	44.4696	19.5868
CMTM8	16.2053	15.6435
GABARAP	0.6394	0.3105
LGALS9B	0	0.0324
STX8	13.6616	24.9596
CDK1	50.1619	2.8509
UBB	254.1574	255.3072
NFRKB	16.5399	12.0621
FABP4	1.0205	9328.4959
